W,LF_Name,LF,CI,CL,CV,FV,CR,FR,TR
Sarita,LF45: Mortality or fitness reduction as a result of deleterious substances,45,-1,1,-1,-1-1,-1,-1,1
Sarita,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,1,1,1,31,1,1,1
Sarita,LF47: Mortality or fitness reduction due to elevated predation,47,3,4,12,23,3,2,6
Sarita,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Sarita,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Sarita,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,21,1,1,1
Sarita,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Sarita,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,3,4,12,23,3,2,6
Sarita,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,2,2,31,1,1,1
Sarita,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,1,2,2,31,1,1,1
Sarita,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,1,2,2,31,1,1,1
Sarita,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,3,4,12,43,3,4,12
Sarita,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,3,4,12,43,3,4,12
Sarita,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,3,5,15,34,4,4,16
Sarita,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,3,5,15,34,4,4,16
Sarita,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Sarita,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Sarita,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Sarita,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Sarita,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Sarita,LF65: Mortality or fitness reduction due to deleterious substances,65,1,2,2,31,1,1,1
Sarita,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,-1,1,-1,-1-1,-1,-1,1
Sarita,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Sarita,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,3,3,9,23,3,2,6
Sarita,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,3,5,15,24,4,3,12
Sarita,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,1,2,2,31,1,1,1
Megin,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,1,2,2,31,1,1,1
Megin,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,12,1,1,1
Megin,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,32,1,1,1
Megin,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Megin,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,12,1,1,1
Megin,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,1,1,1,41,1,2,2
Megin,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,1,1,1,31,1,1,1
Megin,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,31,1,1,1
Megin,LF9: Mortality or fitness reduction due to fishing,9,1,2,2,21,1,1,1
Megin,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Megin,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,2,3,6,42,2,2,4
Megin,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Megin,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Megin,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Megin,LF15: Mortality or fitness reduction due to deleterious substances,15,1,1,1,11,1,1,1
Megin,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,32,1,1,1
Megin,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,32,1,1,1
Megin,LF18: Mortality due to redd disturbance by humans,18,1,1,1,32,1,1,1
Megin,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Megin,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Megin,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,11,1,1,1
Megin,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Megin,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Megin,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Megin,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Megin,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Megin,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Megin,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Megin,LF29: Mortality or fitness reduction due to deleterious substances,29,1,1,1,11,1,1,1
Megin,LF30: Mortality or fitness reduction as a result of elevated predation,30,0,0,0,0,0,0,0
Megin,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Megin,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,32,1,1,1
Megin,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Megin,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,32,1,1,1
Megin,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Megin,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,1,1,1,31,1,1,1
Megin,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,1,1,1,31,1,1,1
Megin,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,1,1,1,41,1,2,2
Megin,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,1,1,1,11,1,1,1
Megin,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,1,1,1,41,1,2,2
Megin,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,41,1,2,2
Megin,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Megin,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Megin,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Megin,LF45: Mortality or fitness reduction as a result of deleterious substances,45,1,1,1,41,1,2,2
Megin,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Megin,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,32,1,1,1
Megin,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,32,1,1,1
Megin,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Megin,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Megin,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,2,5,10,43,3,4,12
Megin,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Megin,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,32,1,1,1
Megin,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Megin,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Megin,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Megin,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Megin,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,-1,1,-1,-1-1,-1,-1,1
Megin,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,-1,1,-1,-1-1,-1,-1,1
Megin,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Megin,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Megin,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Megin,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Megin,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Megin,LF65: Mortality or fitness reduction due to deleterious substances,65,1,1,1,41,1,2,2
Megin,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Megin,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,3,5,15,44,4,5,20
Megin,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Megin,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,1,1,1,31,1,1,1
Megin,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,1,2,2,31,1,1,1
Moyeha,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,12,1,1,1
Moyeha,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,32,1,1,1
Moyeha,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Moyeha,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,1,1,1,41,1,2,2
Moyeha,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,1,1,1,31,1,1,1
Moyeha,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,31,1,1,1
Moyeha,LF9: Mortality or fitness reduction due to fishing,9,1,2,2,21,1,1,1
Moyeha,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,3,3,41,1,2,2
Moyeha,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Moyeha,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF15: Mortality or fitness reduction due to deleterious substances,15,1,1,1,11,1,1,1
Moyeha,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,32,1,1,1
Moyeha,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,32,1,1,1
Moyeha,LF18: Mortality due to redd disturbance by humans,18,1,1,1,32,1,1,1
Moyeha,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,11,1,1,1
Moyeha,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Moyeha,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Moyeha,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF29: Mortality or fitness reduction due to deleterious substances,29,1,1,1,11,1,1,1
Moyeha,LF30: Mortality or fitness reduction as a result of elevated predation,30,0,0,0,0,0,0,0
Moyeha,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Moyeha,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,32,1,1,1
Moyeha,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,32,1,1,1
Moyeha,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,1,2,2,41,1,2,2
Moyeha,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,1,2,2,41,1,2,2
Moyeha,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,1,1,1,41,1,2,2
Moyeha,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,1,1,1,11,1,1,1
Moyeha,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,2,4,8,43,3,4,12
Moyeha,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,41,1,2,2
Moyeha,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF45: Mortality or fitness reduction as a result of deleterious substances,45,1,1,1,41,1,2,2
Moyeha,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Moyeha,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,32,1,1,1
Moyeha,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,32,1,1,1
Moyeha,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Moyeha,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,1,5,5,42,2,2,4
Moyeha,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,32,1,1,1
Moyeha,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF65: Mortality or fitness reduction due to deleterious substances,65,1,1,1,41,1,2,2
Moyeha,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Moyeha,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,3,5,15,44,4,5,20
Moyeha,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Moyeha,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,1,1,1,31,1,1,1
Moyeha,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Cypre,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,2,3,6,42,2,2,4
Cypre,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,11,1,1,1
Cypre,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,11,1,1,1
Cypre,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Cypre,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Cypre,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,2,5,10,43,3,4,12
Cypre,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,2,5,10,43,3,4,12
Cypre,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,2,5,10,43,3,4,12
Cypre,LF9: Mortality or fitness reduction due to fishing,9,1,1,1,21,1,1,1
Cypre,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Cypre,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,3,4,12,53,3,5,15
Cypre,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Cypre,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Cypre,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Cypre,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Cypre,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Cypre,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Cypre,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Cypre,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Cypre,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Cypre,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,11,1,1,1
Cypre,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Cypre,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Cypre,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Cypre,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Cypre,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Cypre,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Cypre,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Cypre,LF29: Mortality or fitness reduction due to deleterious substances,29,0,0,0,0,0,0,0
Cypre,LF30: Mortality or fitness reduction as a result of elevated predation,30,-1,1,-1,-1-1,-1,-1,1
Cypre,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Cypre,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Cypre,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Cypre,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Cypre,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Cypre,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,4,5,20,45,5,5,25
Cypre,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,4,5,20,45,5,5,25
Cypre,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,-1,1,-1,-1-1,-1,-1,1
Cypre,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,-1,1,-1,-1-1,-1,-1,1
Cypre,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,2,5,10,43,3,4,12
Cypre,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,4,4,42,2,2,4
Cypre,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Cypre,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Cypre,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Cypre,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Cypre,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Cypre,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Cypre,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Cypre,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Cypre,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Cypre,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,5,5,25,55,5,5,25
Cypre,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Cypre,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Cypre,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Cypre,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Cypre,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Cypre,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Cypre,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,3,3,9,43,3,4,12
Cypre,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,3,3,9,43,3,4,12
Cypre,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Cypre,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Cypre,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Cypre,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Cypre,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Cypre,LF65: Mortality or fitness reduction due to deleterious substances,65,-1,1,-1,-1-1,-1,-1,1
Cypre,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Cypre,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,3,5,15,44,4,5,20
Cypre,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Cypre,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,1,5,5,42,2,2,4
Cypre,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,1,2,2,31,1,1,1
Bedwell,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Bedwell,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Bedwell,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Bedwell,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,3,3,9,43,3,4,12
Bedwell,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,2,4,8,43,3,4,12
Bedwell,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,2,4,8,43,3,4,12
Bedwell,LF9: Mortality or fitness reduction due to fishing,9,1,2,2,21,1,1,1
Bedwell,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,2,3,6,42,2,2,4
Bedwell,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Bedwell,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
